# time, flux, model, err
5.510589833284029737e-02 1.000130629251551273e+00 9.999901244397024769e-01 1.534523195430139775e-04
5.514789978769840673e-02 9.996771211756388942e-01 9.999901146975879174e-01 1.534523195430139775e-04
5.518990122800460085e-02 9.999117010079254797e-01 9.999901049554763555e-01 1.534530067211570877e-04
5.523190268286271021e-02 1.000032812711724617e+00 9.999900952133614629e-01 1.534523195430139775e-04
5.527390412316890433e-02 1.000142645279858078e+00 9.999900854712501230e-01 1.534523195430139775e-04
5.531590557075105608e-02 9.997320053251764760e-01 9.999900757291367848e-01 1.534523195430139775e-04
5.535790701105725020e-02 9.998484003479993776e-01 9.999900659870252229e-01 1.534762836647900544e-04
5.539990845863940194e-02 9.996858015717321466e-01 9.999900562449121066e-01 1.534845840632640985e-04
5.544190990622155368e-02 1.000037810588474407e+00 9.999900465027989904e-01 1.534783417558531330e-04
5.548391135380370542e-02 9.996983702942606742e-01 9.999900367606856522e-01 1.534523195430139775e-04
5.552591280138585716e-02 1.000229389658073176e+00 9.999900270185725359e-01 1.534523195430139775e-04
5.556791424169205129e-02 1.000105377838785392e+00 9.999900172764611961e-01 1.534523195430139775e-04
5.560991569655016065e-02 9.997418658697836413e-01 9.999900075343460815e-01 1.534523195430139775e-04
5.565191713685635477e-02 9.998458971310048016e-01 9.999899977922345196e-01 1.534523195430139775e-04
5.569391858443850651e-02 9.999392165073376360e-01 9.999899880501214033e-01 1.534523195430139775e-04
5.573592002474470064e-02 1.000045845871389671e+00 9.999899783080100635e-01 1.534523195430139775e-04
5.577792147960281000e-02 9.999667717910909470e-01 9.999899685658949489e-01 1.534523195430139775e-04
5.581992291990900412e-02 9.998428355858839378e-01 9.999899588237836090e-01 1.534523195430139775e-04
5.586192436749115586e-02 9.999000743257341339e-01 9.999899490816704928e-01 1.534523195430139775e-04
5.590392581507330760e-02 9.998814629864367642e-01 9.999899393395571545e-01 1.534523195430139775e-04
5.594592725537950173e-02 9.997583839319353904e-01 9.999899295974455926e-01 1.534523195430139775e-04
5.598792871023761109e-02 9.999003510519341997e-01 9.999899198553310331e-01 1.534523195430139775e-04
5.602993014326784760e-02 9.998771934841140796e-01 9.999899101132211365e-01 1.534523195430139775e-04
5.607193159812595695e-02 9.997803723322141733e-01 9.999899003711061329e-01 1.534523195430139775e-04
5.611393303843215108e-02 9.997814327195775341e-01 9.999898906289946821e-01 1.535174977618445605e-04
5.615593449329026043e-02 9.999785038354037647e-01 9.999898808868799005e-01 1.534523195430139775e-04
5.619793593359645456e-02 9.997570409730127672e-01 9.999898711447683386e-01 1.534523195430139775e-04
5.623993738117860630e-02 9.998569656768591107e-01 9.999898614026552224e-01 1.535790375070645534e-04
5.628193882876075804e-02 1.000123406519329849e+00 9.999898516605421062e-01 1.534611099466924838e-04
5.632394027634290978e-02 9.998929298235392782e-01 9.999898419184287679e-01 1.535047921461275822e-04
5.636594172392506152e-02 9.999511237570005706e-01 9.999898321763158737e-01 1.534523195430139775e-04
5.640794315695529804e-02 9.997562628717717725e-01 9.999898224342058661e-01 1.535148758065330574e-04
5.644994461181340739e-02 9.998233407879859591e-01 9.999898126920909736e-01 1.534541711708598737e-04
5.649194605211960152e-02 9.999856879165632817e-01 9.999898029499794117e-01 1.534523195430139775e-04
5.653394750697771087e-02 9.996864079869677289e-01 9.999897932078647411e-01 1.534547488366856107e-04
5.657594894728390500e-02 9.998906211614757567e-01 9.999897834657531792e-01 1.534523195430139775e-04
5.661795040214201435e-02 9.999997328959607801e-01 9.999897737236382866e-01 1.534523195430139775e-04
5.665995184244820848e-02 1.000112073731454387e+00 9.999897639815267247e-01 1.534523195430139775e-04
5.670195329003036022e-02 1.000129948381091038e+00 9.999897542394136085e-01 1.534523195430139775e-04
5.674395473761251196e-02 9.999336046153822766e-01 9.999897444973002703e-01 1.534523195430139775e-04
5.678595617064274848e-02 9.998962340216976941e-01 9.999897347551904847e-01 1.534523195430139775e-04
5.682795762550085783e-02 9.997191985091773425e-01 9.999897250130758142e-01 1.534559020824687958e-04
5.686995906580705196e-02 9.999470245507295907e-01 9.999897152709642523e-01 1.534523195430139775e-04
5.691196052066516131e-02 1.000017781832216235e+00 9.999897055288493597e-01 1.535303748652991774e-04
5.695396196097135544e-02 9.998617996917807949e-01 9.999896957867377978e-01 1.535985378802849784e-04
5.699596341582946479e-02 9.998269492649469736e-01 9.999896860446230162e-01 1.534523195430139775e-04
5.703796485613565892e-02 1.000103303040132730e+00 9.999896763025113433e-01 1.534523195430139775e-04
5.707996630371781066e-02 9.999760433772373336e-01 9.999896665603983381e-01 1.534523195430139775e-04
5.712196774402400479e-02 1.000105668420194771e+00 9.999896568182868872e-01 1.534523195430139775e-04
5.716396919160615653e-02 9.996824948715876680e-01 9.999896470761736600e-01 1.534523195430139775e-04
5.720597063918830827e-02 1.000094908322739062e+00 9.999896373340605438e-01 1.534523195430139775e-04
5.724797207949450240e-02 1.000332995450475382e+00 9.999896275919489819e-01 1.534523195430139775e-04
5.728997353435261175e-02 1.000055983798126880e+00 9.999896178498340893e-01 1.534523195430139775e-04
5.733197497465880588e-02 1.000100892433568589e+00 9.999896081077225274e-01 1.534523195430139775e-04
5.737397642951691523e-02 1.000024797994361281e+00 9.999895983656078569e-01 1.534523195430139775e-04
5.741597786982310936e-02 9.999953182125429496e-01 9.999895886234962950e-01 1.534781368210875508e-04
5.745797931740526110e-02 9.999181884986529933e-01 9.999895788813829567e-01 1.534523195430139775e-04
5.749998075771145523e-02 9.998348245565849002e-01 9.999895691392716168e-01 1.535286772143101266e-04
5.754198220529360697e-02 1.000213118038080884e+00 9.999895593971585006e-01 1.534712221400155784e-04
5.758398365287575871e-02 1.000085940299158205e+00 9.999895500822610916e-01 1.534523195430139775e-04
5.762598509318195283e-02 9.999652804885312829e-01 9.999895417902768813e-01 1.534544943130170848e-04
5.766798654804006219e-02 9.998017306715495378e-01 9.999895334982895623e-01 1.534523195430139775e-04
5.770998798834625632e-02 9.997029640939265605e-01 9.999895252063047968e-01 1.534523195430139775e-04
5.775198944320436567e-02 1.000329854102474769e+00 9.999895169143174778e-01 1.534523195430139775e-04
5.779399087623460218e-02 9.999018116194593464e-01 9.999895086223345997e-01 1.534914551521726904e-04
5.783599233109271154e-02 9.997913641363719295e-01 9.999895003303472807e-01 1.534523195430139775e-04
5.787799377139890566e-02 9.997695426279495923e-01 9.999894920383629593e-01 1.534523195430139775e-04
5.791999521898105741e-02 9.999691860274503297e-01 9.999894837463769726e-01 1.534528092742472186e-04
5.796199666656320915e-02 9.999676472170500041e-01 9.999894754543912079e-01 1.534523195430139775e-04
5.800399811414536089e-02 1.000124154642107133e+00 9.999894671624051101e-01 1.534523195430139775e-04
5.804599956172751263e-02 9.999056008042334076e-01 9.999894588704193454e-01 1.534523195430139775e-04
5.808800100203370675e-02 9.999255864242281300e-01 9.999894505784346910e-01 1.534533969689962042e-04
5.813000245689181611e-02 1.000007869408076511e+00 9.999894422864475940e-01 1.534576739919298310e-04
5.817200388992205262e-02 9.997273608640471210e-01 9.999894339944643828e-01 1.534523195430139775e-04
5.821400534478016198e-02 1.000005860187754836e+00 9.999894257024770639e-01 1.534523195430139775e-04
5.825600678508635610e-02 1.000167021753460839e+00 9.999894174104928535e-01 1.534616731072298659e-04
5.829800823994446546e-02 1.000284875883634017e+00 9.999894091185054235e-01 1.535235391385763671e-04
5.834000968025065958e-02 9.998986069965263290e-01 9.999894008265207690e-01 1.534523195430139775e-04
5.838201112783281133e-02 9.999336990460933050e-01 9.999893925345352264e-01 1.534523195430139775e-04
5.842401257541496307e-02 9.999922903475719771e-01 9.999893842425492396e-01 1.534523195430139775e-04
5.846601401572115719e-02 1.000084609190595719e+00 9.999893759505644741e-01 1.534523195430139775e-04
5.850801546330330893e-02 1.000151196589796676e+00 9.999893676585789315e-01 1.534523195430139775e-04
5.855001690360950306e-02 9.998848176329919735e-01 9.999893593665941660e-01 1.534930217594209683e-04
5.859201835846761242e-02 9.998901736884721059e-01 9.999893510746068470e-01 1.534523195430139775e-04
5.863401979877380654e-02 1.000170009760533052e+00 9.999893427826226366e-01 1.534523195430139775e-04
5.867602125363191590e-02 1.000167734777998030e+00 9.999893344906353176e-01 1.535063021738401257e-04
5.871802269393811002e-02 1.000049657953334004e+00 9.999893261986505522e-01 1.534523195430139775e-04
5.876002414152026176e-02 9.997830774333771320e-01 9.999893179066650095e-01 1.534523195430139775e-04
5.880202558182645589e-02 9.997440932045528195e-01 9.999893096146803551e-01 1.534523195430139775e-04
5.884402702940860763e-02 9.998946897036955495e-01 9.999893013226944793e-01 1.534523195430139775e-04
5.888602847699075937e-02 1.000106727731312928e+00 9.999892930307087147e-01 1.534523195430139775e-04
5.892802991729695350e-02 1.000043826672820879e+00 9.999892847387240602e-01 1.534523195430139775e-04
5.897003137215506285e-02 9.998670871929122850e-01 9.999892764467367412e-01 1.534605001762164283e-04
5.901203281246125698e-02 9.998943219237728108e-01 9.999892681547524198e-01 1.534523195430139775e-04
5.905403426731936634e-02 9.999990088604190364e-01 9.999892598627651008e-01 1.534740953524032342e-04
5.909603570762556046e-02 9.999594169226454499e-01 9.999892515707804463e-01 1.534523195430139775e-04
5.913803715520771220e-02 1.000098535348842077e+00 9.999892432787947927e-01 1.535337418897919453e-04
5.918003859551390633e-02 1.000078808044534640e+00 9.999892349868101382e-01 1.534523195430139775e-04
5.922204004309605807e-02 9.999546685105595856e-01 9.999892266948243735e-01 1.534523195430139775e-04
5.926404149067820981e-02 1.000240994776375736e+00 9.999892184028386088e-01 1.534532997110604768e-04
5.930604293098440394e-02 9.998095190884731531e-01 9.999892101108540654e-01 1.534523195430139775e-04
5.934804438584251329e-02 1.000004187715339166e+00 9.999892018188665244e-01 1.534563380615272337e-04
5.939004582614870742e-02 1.000070985092259557e+00 9.999891935268823140e-01 1.534523195430139775e-04
5.943204728100681677e-02 9.997323864258579329e-01 9.999891852348948840e-01 1.534523195430139775e-04
5.947404871403705329e-02 1.000080915893049038e+00 9.999891769429120059e-01 1.534523195430139775e-04
5.951605016889516264e-02 1.000143014501808203e+00 9.999891686509244648e-01 1.534523195430139775e-04
5.955805160920135677e-02 1.000173170671782463e+00 9.999891603589399214e-01 1.534523195430139775e-04
5.960005305678350851e-02 9.998092545908316975e-01 9.999891520669541567e-01 1.534523195430139775e-04
5.964205450436566025e-02 9.999510628163758019e-01 9.999891437749683920e-01 1.534523195430139775e-04
5.968405595194781199e-02 9.999060791094102063e-01 9.999891354829824053e-01 1.534523195430139775e-04
5.972605739952996373e-02 1.000626438001541718e+00 9.999891271909963075e-01 1.535650168642524373e-04
5.976805883983615786e-02 1.000111829864008151e+00 9.999891188990120972e-01 1.534523195430139775e-04
5.981006028741830960e-02 1.000124318113973176e+00 9.999891106070261104e-01 1.534703078909170322e-04
5.985206172772450373e-02 9.999108599315438273e-01 9.999891023150417890e-01 1.534523195430139775e-04
5.989406318258261308e-02 9.999606721583809144e-01 9.999890940230542480e-01 1.534855201489708769e-04
5.993606462288880721e-02 9.998683725386111609e-01 9.999890857310698156e-01 1.534523195430139775e-04
5.997806607774691656e-02 9.998432174054877608e-01 9.999890774390824966e-01 1.534523195430139775e-04
6.002006751805311069e-02 9.999272973804376186e-01 9.999890691470981752e-01 1.534755278066094299e-04
6.006206896563526243e-02 9.998001140809167353e-01 9.999890608551121884e-01 1.534523195430139775e-04
6.010407040594145656e-02 1.000053771490406973e+00 9.999890525631279781e-01 1.534523195430139775e-04
6.014607184624765068e-02 1.000095927420599828e+00 9.999890442711432126e-01 1.535546106331795466e-04
6.018807330110576004e-02 1.000002638307491365e+00 9.999890359791558936e-01 1.534523195430139775e-04
6.023007474141195416e-02 1.000037788152256413e+00 9.999890276871716832e-01 1.534523195430139775e-04
6.027207619627006352e-02 9.999658246535301220e-01 9.999890193951843642e-01 1.534523692741413426e-04
6.031407763657625765e-02 1.000195283459812678e+00 9.999890111031995987e-01 1.534523195430139775e-04
6.035607909143436700e-02 9.998902850195635628e-01 9.999890028112122797e-01 1.534523195430139775e-04
6.039808053174056113e-02 9.999391576394216496e-01 9.999889945192280694e-01 1.534523195430139775e-04
6.044008197204675525e-02 9.995688393652760739e-01 9.999889862272433039e-01 1.534523195430139775e-04
6.048208341962890700e-02 9.997181758237945193e-01 9.999889779352577612e-01 1.534523195430139775e-04
6.052408486721105874e-02 9.998446044144881917e-01 9.999889696432717745e-01 1.534801132904306672e-04
6.056608631479321048e-02 9.998003182262752420e-01 9.999889613512856767e-01 1.534523195430139775e-04
6.060808775509940460e-02 1.000138899071275400e+00 9.999889530593014664e-01 1.534523195430139775e-04
6.065008920995751396e-02 1.000018361613827844e+00 9.999889447673141474e-01 1.534523195430139775e-04
6.069209065026370808e-02 1.000027370656045411e+00 9.999889364753293819e-01 1.534523195430139775e-04
6.073409209784585983e-02 1.000072006543070824e+00 9.999889281833438393e-01 1.535236957838631967e-04
6.077609353815205395e-02 9.999136592259409984e-01 9.999889198913591848e-01 1.534523195430139775e-04
6.081809499301016331e-02 1.000184527266114509e+00 9.999889115993718658e-01 1.534523195430139775e-04
6.086009643331635743e-02 9.999040473559088760e-01 9.999889033073873224e-01 1.534523195430139775e-04
6.090209788089850917e-02 9.998550128715664176e-01 9.999888950154015577e-01 1.534523195430139775e-04
6.094409932848066092e-02 1.000059907814238258e+00 9.999888867234155709e-01 1.534524298981273713e-04
6.098610076878685504e-02 1.000050211883591889e+00 9.999888771616862737e-01 1.534523195430139775e-04
6.102810222364496440e-02 1.000027559173678693e+00 9.999888675196740850e-01 1.534528624660501232e-04
6.107010365667520091e-02 9.997986129079677875e-01 9.999888578776668924e-01 1.534523195430139775e-04
6.111210511153331026e-02 9.998913378125395823e-01 9.999888482356547037e-01 1.534523195430139775e-04
6.115410655183950439e-02 9.999554478546150982e-01 9.999888385936457347e-01 1.534523195430139775e-04
6.119610800669761375e-02 9.999509884705219953e-01 9.999888289516337680e-01 1.534523195430139775e-04
6.123810944700380787e-02 9.999656101635103767e-01 9.999888193096249100e-01 1.534523195430139775e-04
6.128011089458595961e-02 9.998506879854677232e-01 9.999888096676143867e-01 1.534523195430139775e-04
6.132211234216811135e-02 1.000079665030459086e+00 9.999887995159849607e-01 1.535031460562960018e-04
6.136411378247430548e-02 9.999330478823439394e-01 9.999887883472775574e-01 1.534523195430139775e-04
6.140611523005645722e-02 9.998929111011446436e-01 9.999887771785684887e-01 1.534523195430139775e-04
6.144811667036265135e-02 9.997094836256947836e-01 9.999887660098608633e-01 1.534523195430139775e-04
6.149011812522076070e-02 9.998231532929229282e-01 9.999887548411495741e-01 1.534523195430139775e-04
6.153211956552695483e-02 1.000042019401442994e+00 9.999887436724423928e-01 1.534523195430139775e-04
6.157412102038506418e-02 1.000116928358919077e+00 9.999887325037311037e-01 1.534523195430139775e-04
6.161612246069125831e-02 1.000028206100618045e+00 9.999887213350237003e-01 1.534529836762745165e-04
6.165812390827341005e-02 9.999957685965495946e-01 9.999887101663144096e-01 1.534523195430139775e-04
6.170012534857960418e-02 9.998507483658395367e-01 9.999886989976072282e-01 1.534523195430139775e-04
6.174212679616175592e-02 9.998238548600656417e-01 9.999886878288977154e-01 1.534523195430139775e-04
6.178412824374390766e-02 1.000071965906186522e+00 9.999886766601883137e-01 1.534523195430139775e-04
6.182612968405010179e-02 9.999793270252372857e-01 9.999886654914810213e-01 1.534523195430139775e-04
6.186813113890821114e-02 9.996788703118096864e-01 9.999886543227698432e-01 1.534652403069348416e-04
6.191013257921440527e-02 9.997470706738194046e-01 9.999886431540623288e-01 1.534523195430139775e-04
6.195213402679655701e-02 9.998383729826774147e-01 9.999886319853531491e-01 1.534523195430139775e-04
6.199413546710275114e-02 1.000130421319936014e+00 9.999886208166458568e-01 1.534523195430139775e-04
6.203613692196086049e-02 9.997958130395707688e-01 9.999886096479346786e-01 1.534523195430139775e-04
6.207813836226705462e-02 1.000162897875490620e+00 9.999885984792269422e-01 1.534523195430139775e-04
6.212013980984920636e-02 1.000085550823376801e+00 9.999885873105177625e-01 1.535435131439872529e-04
6.216214125743135810e-02 1.000006083872679419e+00 9.999885761418084718e-01 1.534523195430139775e-04
6.220414270501350984e-02 1.000143052786643727e+00 9.999885649730990700e-01 1.534562666146509864e-04
6.224614414531970397e-02 9.999908072857102148e-01 9.999885538043917776e-01 1.534523195430139775e-04
6.228814558562589809e-02 9.999227827713059735e-01 9.999885426356845963e-01 1.534523195430139775e-04
6.233014704048400745e-02 9.999588436548618731e-01 9.999885314669733072e-01 1.534530420745585549e-04
6.237214848079020157e-02 1.000001665406518025e+00 9.999885202982656818e-01 1.534523195430139775e-04
6.241414993564831093e-02 1.000209766684071244e+00 9.999885091295545037e-01 1.534523195430139775e-04
6.245615137595450506e-02 9.998591987657794444e-01 9.999884979608472113e-01 1.534523195430139775e-04
6.249815283081261441e-02 1.000211660111880452e+00 9.999884867921360332e-01 1.534523195430139775e-04
6.254015426384285092e-02 1.000314445922438233e+00 9.999884756234305172e-01 1.534523195430139775e-04
6.258215571142500266e-02 1.000119988341548805e+00 9.999884644547210044e-01 1.534523195430139775e-04
6.262415715900715441e-02 9.998883602007876403e-01 9.999884532860120467e-01 1.534523195430139775e-04
6.266615859931334853e-02 9.999972013581890362e-01 9.999884421173043103e-01 1.533771062995867599e-04
6.270816005417145789e-02 1.000161138650603743e+00 9.999884309485931322e-01 1.533737524365505901e-04
6.275016149447765201e-02 1.000091890808654016e+00 9.999884197798858398e-01 1.533737524365505901e-04
6.279216294933576137e-02 1.000204696844312569e+00 9.999884086111746617e-01 1.533737524365505901e-04
6.283416438236599788e-02 9.996660734637845547e-01 9.999883974424691457e-01 1.533876369270253362e-04
6.287616583722410724e-02 9.999611342082473930e-01 9.999883862737579676e-01 1.533737524365505901e-04
6.291816727753030136e-02 9.998358485709742949e-01 9.999883751050507863e-01 1.533737524365505901e-04
6.296016872511245310e-02 9.999909153749675372e-01 9.999883639363412735e-01 1.533966388204394788e-04
6.300217017269460484e-02 9.999072278437151073e-01 9.999883527676318717e-01 1.533737524365505901e-04
6.304417162027675658e-02 1.000174060595459213e+00 9.999883415989225810e-01 1.533827181404711921e-04
6.308617306785890833e-02 9.999108078293995616e-01 9.999883304302134013e-01 1.533737524365505901e-04
6.312817450088914484e-02 1.000087033553359372e+00 9.999883192615078853e-01 1.533794672098923932e-04
6.317017595574725419e-02 1.000158084298582661e+00 9.999883080927967072e-01 1.533737524365505901e-04
6.321217739605344832e-02 1.000008960470814223e+00 9.999882969240894148e-01 1.533737524365505901e-04
6.325417885091155767e-02 1.000052444188606504e+00 9.999882857553782367e-01 1.533737524365505901e-04
6.329618029121775180e-02 1.000048292874553990e+00 9.999882745866705003e-01 1.533737524365505901e-04
6.333818174607586116e-02 9.998002614180332426e-01 9.999882634179593222e-01 1.533999241676782565e-04
6.338018318638205528e-02 1.000026688272750652e+00 9.999882522492520298e-01 1.533972590118782653e-04
6.342218462668824941e-02 1.000099150509578205e+00 9.999882410805448485e-01 1.533737524365505901e-04
6.346418607427040115e-02 9.998150887405995446e-01 9.999882299118353357e-01 1.533737524365505901e-04
6.350618751457659528e-02 9.998534468007923559e-01 9.999882187431281544e-01 1.533737524365505901e-04
6.354818896943470463e-02 1.000148971750568494e+00 9.999882075744168652e-01 1.533737524365505901e-04
6.359019040974089876e-02 9.999076694924129427e-01 9.999881964057092398e-01 1.533737524365505901e-04
6.363219186459900811e-02 1.000011072227622755e+00 9.999881852369979507e-01 1.533737524365505901e-04
6.367419330490520224e-02 1.000007432235818117e+00 9.999881740682907694e-01 1.534308417232181437e-04
6.371619475248735398e-02 9.999803467167200921e-01 9.999881628995812566e-01 1.533993056628635634e-04
6.375819619279354811e-02 9.999902687686044178e-01 9.999881517308740753e-01 1.534426496311506571e-04
6.380019764037569985e-02 1.000048315865057935e+00 9.999881405621645625e-01 1.533737524365505901e-04
6.384219908795785159e-02 9.998284596622354359e-01 9.999881293934556048e-01 1.533737524365505901e-04
6.388420053554000333e-02 1.000179573938701161e+00 9.999881182247460920e-01 1.533737524365505901e-04
6.392620198312215507e-02 9.999220821114213065e-01 9.999881070560366902e-01 1.533737524365505901e-04
6.396820342342834920e-02 1.000030358131913433e+00 9.999880958873293979e-01 1.533737524365505901e-04
6.401020487101050094e-02 1.000178122835492456e+00 9.999880847186199961e-01 1.533737524365505901e-04
6.405220631131669506e-02 1.000422225800444931e+00 9.999880735499127038e-01 1.533737524365505901e-04
6.409420776617480442e-02 1.000086580087424570e+00 9.999880623812015257e-01 1.533737524365505901e-04
6.413620920648099855e-02 9.999968616248204878e-01 9.999880512124942333e-01 1.533737524365505901e-04
6.417821065406315029e-02 1.000049508161222622e+00 9.999880400437848316e-01 1.533744147585499999e-04
6.422021210164530203e-02 1.000234138782915672e+00 9.999880288750753188e-01 1.535186508437494759e-04
6.426221354195149615e-02 9.998200555866583183e-01 9.999880177063681375e-01 1.533737615580599376e-04
6.430421498953364789e-02 1.000288761022233519e+00 9.999880065376586247e-01 1.533737524365505901e-04
6.434621642983984202e-02 9.998951096748296408e-01 9.999879953689514434e-01 1.533737524365505901e-04
6.438821788469795138e-02 1.000097195166795849e+00 9.999879842002401542e-01 1.533737524365505901e-04
6.443021932500414550e-02 9.999686564944320066e-01 9.999879730315329729e-01 1.534602102698604811e-04
6.447222077986225486e-02 1.000099553340226821e+00 9.999879618628215727e-01 1.533738288925790829e-04
6.451422222016844898e-02 1.000154446460663982e+00 9.999879506941140583e-01 1.533737488448402462e-04
6.455622366775060073e-02 1.000256623215673768e+00 9.999879395254047676e-01 1.533764750980078540e-04
6.459822510805679485e-02 1.000035618263087178e+00 9.999879283566973642e-01 1.533737524365505901e-04
6.464022655563894659e-02 9.999518201887641622e-01 9.999879171879882955e-01 1.533474027655962050e-04
6.468222800322109833e-02 1.000206563503095225e+00 9.999879060192788938e-01 1.533737524365505901e-04
6.472422945080325007e-02 9.999044209558822782e-01 9.999878960987068632e-01 1.533737524365505901e-04
6.476623089838540182e-02 1.000110647840374734e+00 9.999878877289247736e-01 1.534506768341979438e-04
6.480823233869159594e-02 1.000122612875572914e+00 9.999878793591440163e-01 1.533737524365505901e-04
6.485023378627374768e-02 9.997706816819440512e-01 9.999878709893614825e-01 1.533737524365505901e-04
6.489223522657994181e-02 9.998653466522923194e-01 9.999878626195807252e-01 1.533737524365505901e-04
6.493423668143805116e-02 9.998927230380192377e-01 9.999878542497968592e-01 1.533780746792819311e-04
6.497623812174424529e-02 1.000030289916176596e+00 9.999878458800159908e-01 1.533737524365505901e-04
6.501823956932639703e-02 9.996702982286488348e-01 9.999878375102336792e-01 1.533737524365505901e-04
6.506024101690854877e-02 1.000059934193325617e+00 9.999878291404513675e-01 1.533737524365505901e-04
6.510224245721474290e-02 1.000135067414630541e+00 9.999878207706703881e-01 1.533737615580599376e-04
6.514424390479689464e-02 9.999834071454171136e-01 9.999878124008880764e-01 1.533737524365505901e-04
6.518624534510308877e-02 9.999469544549695055e-01 9.999878040311070970e-01 1.533737488448402462e-04
6.522824679996119812e-02 1.000141394839090925e+00 9.999877956613234531e-01 1.533743471196033644e-04
6.527024824026739225e-02 9.999508373045046250e-01 9.999877872915424737e-01 1.533737524365505901e-04
6.531224969512550160e-02 9.999318021540940515e-01 9.999877789217588298e-01 1.533737524365505901e-04
6.535425113543169573e-02 1.000005329750002669e+00 9.999877705519777393e-01 1.533737524365505901e-04
6.539625258301384747e-02 1.000127443099009028e+00 9.999877621821954277e-01 1.533787345402278445e-04
6.543825402332004160e-02 9.998994443696835877e-01 9.999877538124146703e-01 1.533737524365505901e-04
6.548025547090219334e-02 1.000083668983126062e+00 9.999877454426321366e-01 1.533737524365505901e-04
6.552225691848434508e-02 1.000069366963343587e+00 9.999877370728498249e-01 1.534153079571258451e-04
6.556425836606649682e-02 9.998180322938430287e-01 9.999877287030675133e-01 1.534309821455361229e-04
6.560625981364864856e-02 9.999168117083022667e-01 9.999877203332852016e-01 1.533737524365505901e-04
6.564826124667888507e-02 1.000132530209506765e+00 9.999877119635059985e-01 1.533737524365505901e-04
6.569026270153699443e-02 1.000132922795312407e+00 9.999877035937221326e-01 1.533737524365505901e-04
6.573226414184318855e-02 1.000097494025110390e+00 9.999876952239410421e-01 1.533737524365505901e-04
6.577426559670129791e-02 1.000217909297449470e+00 9.999876868541571762e-01 1.534195486036174657e-04
6.581626703700749204e-02 1.000070942413241459e+00 9.999876784843761968e-01 1.533737524365505901e-04
6.585826848458964378e-02 9.999004021170658785e-01 9.999876705258018417e-01 1.533737524365505901e-04
6.590026992489583790e-02 1.000147028369902324e+00 9.999876629568966724e-01 1.533737524365505901e-04
6.594227137247798964e-02 1.000126159079371968e+00 9.999876553879900598e-01 1.533737524365505901e-04
6.598427282006014138e-02 1.000003502200829564e+00 9.999876478190833362e-01 1.533737524365505901e-04
6.602627426036633551e-02 9.998342500843200309e-01 9.999876402501782779e-01 1.533737524365505901e-04
6.606827571522444487e-02 9.999026770897857519e-01 9.999876326812702221e-01 1.533824801061922725e-04
6.611027715553063899e-02 9.999384406787217294e-01 9.999876251123652748e-01 1.533741937231514923e-04
6.615227861038874835e-02 1.000160639471440405e+00 9.999876175434571079e-01 1.533795605445203969e-04
6.619428004341898486e-02 9.997288402068804647e-01 9.999876099745534930e-01 1.533737524365505901e-04
6.623628149827709422e-02 1.000021908074552934e+00 9.999876024056453261e-01 1.533759268339746952e-04
6.627828293858328834e-02 9.999021230882422229e-01 9.999875948367403788e-01 1.533737524365505901e-04
6.632028438616544008e-02 9.998938886655251990e-01 9.999875872678335442e-01 1.533737524365505901e-04
6.636228583374759182e-02 9.999164702934032478e-01 9.999875796989270427e-01 1.533737524365505901e-04
6.640428728132974356e-02 9.999694612302797436e-01 9.999875721300204301e-01 1.533737524365505901e-04
6.644628872163593769e-02 9.997892866652129396e-01 9.999875645611152608e-01 1.533786989226665625e-04
6.648829016194213182e-02 9.998986455174901922e-01 9.999875569922099805e-01 1.533737524365505901e-04
6.653029161680024117e-02 9.999064054700953497e-01 9.999875494233021467e-01 1.533752354604708650e-04
6.657229305710643530e-02 1.000064059521939663e+00 9.999875418543969774e-01 1.533737524365505901e-04
6.661429451196454465e-02 1.000031901568778636e+00 9.999875342854888105e-01 1.533737524365505901e-04
6.665629595227073878e-02 1.000149351301228284e+00 9.999875267165838633e-01 1.533737524365505901e-04
6.669829739257693291e-02 9.999563959169520677e-01 9.999875191476783609e-01 1.533781882429863784e-04
6.674029884015908465e-02 1.000304003048881007e+00 9.999875115787720814e-01 1.533737524365505901e-04
6.678230028774123639e-02 9.999693846920622020e-01 9.999875040098652468e-01 1.533737524365505901e-04
6.682430173532338813e-02 9.999521518328043923e-01 9.999874964409589673e-01 1.534425924098852792e-04
6.686630317562958226e-02 1.000000782993886173e+00 9.999874888720534649e-01 1.533881361492488464e-04
6.690830463048769161e-02 1.000187096088065219e+00 9.999874813031456311e-01 1.533737524365505901e-04
6.695030606351792812e-02 1.000029878289596441e+00 9.999874737342416831e-01 1.533737524365505901e-04
6.699230751837603748e-02 9.998277128460065777e-01 9.999874661653338492e-01 1.533741059164953134e-04
6.703430895868223161e-02 1.000088236616523130e+00 9.999874585964286799e-01 1.534254635811389735e-04
6.707631041354034096e-02 1.000085711101298624e+00 9.999874510275207351e-01 1.534379289726343876e-04
6.711831185384653509e-02 1.000008909783052014e+00 9.999874434586155658e-01 1.533807226802234424e-04
6.716031330142868683e-02 9.997736439884065129e-01 9.999874358897087312e-01 1.533737524365505901e-04
6.720231474901083857e-02 9.994971529244559560e-01 9.999874283208024517e-01 1.533737524365505901e-04
6.724431618931703269e-02 9.999704075843752760e-01 9.999874207518969493e-01 1.533737524365505901e-04
6.728631763689918444e-02 1.000110118369109680e+00 9.999874131829906698e-01 1.533737524365505901e-04
