# time, flux, model, err
1.167640242783818394e-02 9.999870026517559962e-01 9.999784480578759460e-01 1.399822937753685090e-04
1.171840386814437807e-02 9.999663720979652393e-01 9.999781717509729217e-01 1.399822937753685090e-04
1.176040531572652981e-02 9.999918634412439111e-01 9.999778954440219358e-01 1.399822937753685090e-04
1.180240676330868155e-02 9.998223661455801770e-01 9.999776191370710610e-01 1.399822937753685090e-04
1.184440821089083329e-02 9.999085699541224725e-01 9.999773428301201861e-01 1.399822937753685090e-04
1.188640965847298503e-02 9.998619887861672773e-01 9.999770665231692002e-01 1.400810488100064273e-04
1.192841109877917916e-02 9.998993917212324334e-01 9.999767902162661759e-01 1.399822937753685090e-04
1.197041256091324612e-02 9.997988958287931105e-01 9.999765139092194888e-01 1.399822937753685090e-04
1.201241400121944025e-02 1.000022510921503294e+00 9.999762376023164645e-01 1.400146900041763728e-04
1.205441545607754961e-02 9.997514936432574384e-01 9.999759612953176280e-01 1.400270975728518498e-04
1.209641689638374373e-02 9.998218804014813443e-01 9.999756849884146037e-01 1.399822937753685090e-04
1.213841835124185309e-02 9.999735916748643261e-01 9.999754086814157672e-01 1.399822937753685090e-04
1.218041979154804721e-02 9.999018069993677038e-01 9.999751323745127429e-01 1.399822937753685090e-04
1.222242123913019896e-02 9.999026057276052537e-01 9.999748560675618680e-01 1.399822937753685090e-04
1.226442268671235070e-02 9.999456092920027128e-01 9.999745797606108821e-01 1.399845538626949722e-04
1.230642413429450244e-02 1.000036917852191509e+00 9.999743034536600073e-01 1.399822937753685090e-04
1.234842558187665418e-02 9.997825966260129871e-01 9.999740271467090214e-01 1.399822937753685090e-04
1.239042702218284830e-02 9.999526027980439880e-01 9.999737508398061081e-01 1.399822937753685090e-04
1.243242847704095766e-02 1.000056002533601163e+00 9.999734745328072716e-01 1.399822937753685090e-04
1.247442991734715179e-02 9.998625481568120810e-01 9.999731982259042473e-01 1.400993856961271105e-04
1.251643137948121876e-02 1.000037466211378678e+00 9.999729219188574492e-01 1.399919583808015397e-04
1.255843281978741288e-02 9.999718285138086138e-01 9.999726456119544249e-01 1.399822937753685090e-04
1.260043426736956462e-02 1.000154005383253386e+00 9.999723693050035500e-01 1.399822937753685090e-04
1.264243571495171636e-02 1.000048156226514440e+00 9.999720929980526751e-01 1.399822937753685090e-04
1.268443716253386810e-02 9.997793835505490723e-01 9.999718166911016892e-01 1.399822937753685090e-04
1.272643861011601985e-02 9.998611318934205183e-01 9.999715403841508143e-01 1.399822937753685090e-04
1.276844005042221397e-02 1.000118272048227119e+00 9.999712640772477901e-01 1.399822937753685090e-04
1.281044150528032333e-02 1.000111824718629805e+00 9.999709877702489536e-01 1.399822937753685090e-04
1.285244294558651745e-02 9.997068713223872249e-01 9.999707114633459293e-01 1.399822937753685090e-04
1.289444440044462681e-02 9.997896442236458014e-01 9.999704351563470928e-01 1.399892021851561813e-04
1.293644584075082093e-02 1.000118638254754888e+00 9.999701588494440685e-01 1.399822937753685090e-04
1.297844729560893029e-02 9.999096281642133599e-01 9.999698825424452320e-01 1.399822937753685090e-04
1.302044873591512442e-02 9.999244483662222960e-01 9.999696062355422077e-01 1.399822937753685090e-04
1.306245018349727616e-02 9.999635208070455361e-01 9.999693299285913328e-01 1.401111535284357606e-04
1.310445163835538551e-02 9.997637201657763040e-01 9.999690536215924963e-01 1.399828677728027549e-04
1.314645307866157964e-02 1.000023428605230968e+00 9.999687773146894720e-01 1.399822937753685090e-04
1.318845453351968899e-02 1.000219314630194756e+00 9.999685010076906355e-01 1.399835153271737468e-04
1.323045597382588312e-02 9.999995593374879643e-01 9.999682247007876112e-01 1.399822937753685090e-04
1.327245742868399248e-02 9.999426732919888261e-01 9.999679483937887747e-01 1.399822937753685090e-04
1.331445886899018660e-02 1.000044700661121277e+00 9.999676720868857505e-01 1.399822937753685090e-04
1.335646032384829596e-02 9.999710352039188344e-01 9.999673957798869139e-01 1.399822937753685090e-04
1.339846176415449008e-02 9.999638764248390821e-01 9.999671194729840007e-01 1.399848532345358474e-04
1.344046321173664182e-02 9.999580111433109542e-01 9.999668431660330148e-01 1.399822937753685090e-04
1.348246465931879357e-02 9.999485345243931400e-01 9.999665668590821399e-01 1.399822937753685090e-04
1.352446610690094531e-02 9.997659858303458158e-01 9.999662905521311540e-01 1.399823437726082016e-04
1.356646755448309705e-02 9.999633294679168838e-01 9.999660142451801681e-01 1.399822937753685090e-04
1.360846899478929117e-02 9.999407502682505777e-01 9.999657379382772548e-01 1.399825429329746771e-04
1.365047044964740053e-02 9.999350706953841206e-01 9.999654616312784183e-01 1.400230292039566604e-04
1.369247188995359465e-02 9.999424292007175197e-01 9.999651853243752830e-01 1.399822937753685090e-04
1.373447335208766162e-02 9.998879722674228754e-01 9.999649090173287069e-01 1.399822937753685090e-04
1.377647479239385575e-02 9.998492317063315538e-01 9.999646327104256827e-01 1.399822937753685090e-04
1.381847624725196511e-02 9.998776879400286255e-01 9.999643564034268461e-01 1.399822937753685090e-04
1.386047768755815923e-02 1.000119773470064422e+00 9.999640800965237108e-01 1.399822937753685090e-04
1.390247913514031097e-02 9.999219473597158458e-01 9.999638037895729470e-01 1.399822937753685090e-04
1.394448058272246271e-02 9.999314728745143377e-01 9.999635274826219611e-01 1.399822937753685090e-04
1.398648202302865684e-02 1.000061024340562321e+00 9.999632511757188258e-01 1.399822937753685090e-04
1.402848347788676620e-02 9.999401082860284173e-01 9.999629748687201003e-01 1.399822937753685090e-04
1.407048491819296032e-02 1.000042058426555469e+00 9.999626985618169650e-01 1.399822937753685090e-04
1.411248637305106968e-02 9.999419640554311206e-01 9.999624222548182395e-01 1.399822937753685090e-04
1.415448781335726380e-02 9.997082560362374748e-01 9.999621459479151042e-01 1.399865106217271498e-04
1.419648926821537316e-02 9.997891620864235440e-01 9.999618696409164897e-01 1.399918421444639816e-04
1.423849070852156729e-02 9.997081813460283461e-01 9.999615933340132434e-01 1.399872791916751769e-04
1.428049215610371903e-02 1.000013194125723093e+00 9.999613170270623685e-01 1.399822937753685090e-04
1.432249360368587077e-02 1.000158364945205269e+00 9.999610407201114937e-01 1.399822937753685090e-04
1.436449505126802251e-02 1.000210546639812570e+00 9.999607644131605078e-01 1.399825447670254919e-04
1.440649650612613186e-02 9.997485904626004505e-01 9.999604881061616712e-01 1.399822937753685090e-04
1.444849794643232599e-02 9.999155773739545339e-01 9.999602117992586470e-01 1.399822937753685090e-04
1.449049940129043534e-02 9.999776896727932129e-01 9.999599354922600325e-01 1.399822937753685090e-04
1.453250084159662947e-02 9.997926886117166623e-01 9.999596591853568972e-01 1.399822937753685090e-04
1.457450229645473883e-02 9.998721577248181891e-01 9.999593828783580607e-01 1.399943627510340466e-04
1.461650373676093295e-02 9.998097694049254969e-01 9.999591065714550364e-01 1.399822937753685090e-04
1.465850519161904231e-02 9.999882871919636429e-01 9.999588302644563109e-01 1.399825840953061143e-04
1.470050663192523643e-02 9.997431114826761389e-01 9.999585539575531756e-01 1.399822937753685090e-04
1.474250807950738817e-02 9.997438580865943836e-01 9.999582776506021897e-01 1.399822937753685090e-04
1.478450952708953992e-02 9.999663197900763301e-01 9.999580013436512038e-01 1.399837624115882802e-04
1.482651096739573404e-02 9.998476154665238980e-01 9.999577250367482906e-01 1.399822937753685090e-04
1.486851242225384340e-02 1.000148525418433687e+00 9.999574487297494541e-01 1.399909816957005263e-04
1.491051386256003752e-02 9.997706849450352928e-01 9.999571724228463188e-01 1.399822937753685090e-04
1.495251531741814688e-02 1.000045058207536863e+00 9.999568961158475933e-01 1.399913862938001517e-04
1.499451675772434101e-02 1.000243716988485909e+00 9.999566198089444580e-01 1.399948954530524751e-04
1.503651821258245036e-02 9.999618454107167542e-01 9.999563435019458435e-01 1.399822937753685090e-04
1.507851966016460210e-02 9.999573958305754129e-01 9.999560671949947466e-01 1.399822937753685090e-04
1.512052110774675384e-02 9.999456233799550731e-01 9.999557908880439827e-01 1.399841093758821917e-04
1.516252255532890558e-02 9.999822340015488420e-01 9.999555145810929968e-01 1.399822937753685090e-04
1.520452400291105732e-02 9.998765318273188374e-01 9.999552382741420109e-01 1.399822937753685090e-04
1.524652545049320906e-02 9.999810370047982344e-01 9.999549619671911360e-01 1.399822937753685090e-04
1.528852689079940319e-02 9.998483554405589446e-01 9.999546856602880007e-01 1.399822937753685090e-04
1.533052834565751255e-02 1.000054316122293674e+00 9.999544093532893863e-01 1.399822937753685090e-04
1.537252978596370667e-02 9.998619926513327982e-01 9.999541330463861399e-01 1.399822937753685090e-04
1.541453124082181603e-02 1.000015989071384892e+00 9.999538567393875255e-01 1.399839320470556557e-04
1.545653268112801015e-02 1.000181698126216157e+00 9.999535804324843902e-01 1.399822937753685090e-04
1.549853413598611951e-02 1.000002773662169053e+00 9.999533041254855537e-01 1.399822937753685090e-04
1.554053557629231364e-02 1.000139788462066637e+00 9.999530278185825294e-01 1.399822937753685090e-04
1.558253702387446538e-02 9.996776056109172304e-01 9.999527515116315435e-01 1.399822937753685090e-04
1.562453847145661712e-02 9.999865699631018678e-01 9.999524752046806686e-01 1.399822937753685090e-04
1.566653991176281124e-02 1.000007270301396911e+00 9.999521988977776443e-01 1.399994260067646942e-04
1.570854136662092060e-02 1.000033961926592330e+00 9.999519225907788078e-01 1.399822937753685090e-04
1.575054281420307234e-02 1.000208018173513125e+00 9.999516462838279329e-01 1.399963533381340126e-04
1.579254426906118169e-02 9.997608115637467430e-01 9.999513699768290964e-01 1.399822937753685090e-04
1.583454570936737582e-02 1.000108709002290652e+00 9.999510936699260721e-01 1.399828144414730054e-04
1.587654716422548518e-02 9.998998448853203547e-01 9.999508173629273466e-01 1.399822937753685090e-04
1.591854860453167930e-02 9.998752001666167954e-01 9.999505410560242114e-01 1.399822937753685090e-04
1.596055005211383104e-02 1.000032412055456232e+00 9.999502647490733365e-01 1.399822937753685090e-04
1.600255149969598278e-02 1.000161320672414700e+00 9.999499884421223506e-01 1.399822937753685090e-04
1.604455294727813452e-02 1.000091503458809372e+00 9.999497121351714757e-01 1.399822937753685090e-04
1.608655439486028627e-02 1.000037063898704615e+00 9.999494358282204898e-01 1.399828442277339740e-04
1.612855583516648039e-02 1.000136345220989709e+00 9.999491595213174655e-01 1.399825114208039017e-04
1.617055729002458975e-02 9.999236731873042405e-01 9.999488832143187400e-01 1.399822937753685090e-04
1.621255873033078387e-02 1.000221944890218984e+00 9.999486069074157157e-01 1.399822937753685090e-04
1.625456018518889323e-02 9.998386160287682234e-01 9.999483306004168792e-01 1.400394800746416937e-04
1.629656162549508736e-02 9.999343425336292279e-01 9.999480542935138550e-01 1.399822937753685090e-04
1.633856308035319671e-02 9.997403339489870921e-01 9.999477779865150184e-01 1.399856811030847619e-04
1.638056452065939084e-02 1.000032696254865572e+00 9.999475016796119942e-01 1.399822937753685090e-04
1.642256596824154258e-02 9.998428508062658926e-01 9.999472253726611193e-01 1.399822937753685090e-04
1.646456741582369432e-02 9.999024141953621880e-01 9.999469490657101334e-01 1.400270400717287377e-04
1.650656886340584606e-02 9.998240038756462944e-01 9.999466727587592585e-01 1.399856828007113390e-04
1.654857031826395541e-02 9.998144832719597641e-01 9.999463964517604220e-01 1.399822937753685090e-04
1.659057175857014954e-02 1.000017704961241094e+00 9.999461201448573977e-01 1.399822937753685090e-04
1.663257321342825890e-02 1.000059915386475096e+00 9.999458438378585612e-01 1.399874544176375789e-04
1.667457465373445302e-02 1.000025641021358380e+00 9.999455675309555369e-01 1.399822937753685090e-04
1.671657610859256238e-02 9.999648797229606645e-01 9.999452912239567004e-01 1.399822937753685090e-04
1.675857754889875650e-02 1.000021101486323172e+00 9.999450149170536761e-01 1.399822937753685090e-04
1.680057899648090824e-02 1.000254950566331402e+00 9.999447386101028012e-01 1.399824660655265337e-04
1.684258044406305999e-02 9.998322351179042000e-01 9.999444623031518153e-01 1.399822937753685090e-04
1.688458189164521173e-02 9.999106936316165539e-01 9.999441859962009405e-01 1.399822937753685090e-04
1.692658333922736347e-02 1.000061830656575390e+00 9.999439096892500656e-01 1.399822937753685090e-04
1.696858477953355759e-02 1.000126430890757590e+00 9.999436333823470413e-01 1.400212695876833875e-04
1.701058623439166695e-02 9.999743360489767863e-01 9.999433570753482048e-01 1.399999884271001228e-04
1.705258767469786108e-02 9.998094490390726508e-01 9.999430807684451805e-01 1.399910327860211126e-04
1.709458912955597043e-02 9.998575945940025855e-01 9.999428044614463440e-01 1.399871605369059529e-04
1.713659056986216456e-02 9.996925589751547436e-01 9.999425281545433197e-01 1.401389839633750719e-04
1.717859202472027391e-02 9.997725984789775922e-01 9.999422518475444832e-01 1.399822937753685090e-04
1.722059346502646804e-02 9.998314404300785441e-01 9.999419755406414589e-01 1.399822937753685090e-04
1.726259491260861978e-02 1.000000138825918761e+00 9.999416992336905841e-01 1.399822937753685090e-04
1.730459636746672913e-02 9.998330099888268485e-01 9.999414229266917475e-01 1.399822937753685090e-04
1.734659780777292326e-02 9.996264577234629245e-01 9.999411466197887233e-01 1.399822937753685090e-04
1.738859926263103262e-02 9.998276858508577947e-01 9.999408703127898868e-01 1.399822937753685090e-04
1.743060070293722674e-02 9.997654322601835508e-01 9.999405940058868625e-01 1.399871791283646206e-04
1.747260215779533610e-02 1.000071030605742539e+00 9.999403176988880260e-01 1.399822937753685090e-04
1.751460359810153022e-02 9.999049030506634850e-01 9.999400413919850017e-01 1.399822937753685090e-04
1.755660505295963958e-02 9.999769886508915739e-01 9.999397650849861652e-01 1.399822937753685090e-04
1.759860649326583371e-02 9.998774728492453301e-01 9.999394887780831409e-01 1.399822937753685090e-04
1.764060794084798545e-02 1.000237714385931342e+00 9.999392124711322660e-01 1.399822937753685090e-04
1.768260938843013719e-02 9.994820990244535075e-01 9.999389361641813911e-01 1.400718568921605479e-04
1.772461083601228893e-02 1.000216768658555466e+00 9.999386598572304052e-01 1.401037392306510678e-04
1.776661228359444067e-02 1.000114531690426078e+00 9.999383835502795304e-01 1.399822937753685090e-04
1.780861372390063480e-02 9.998839693976367959e-01 9.999381072433763951e-01 1.399822937753685090e-04
1.785061517875874415e-02 9.998636194946756151e-01 9.999378309363776696e-01 1.399822937753685090e-04
1.789261661906493828e-02 1.000050902204805636e+00 9.999375546294746453e-01 1.400137271128060028e-04
1.793461807392304763e-02 9.997403398142390429e-01 9.999372783224758088e-01 1.399823266797899654e-04
1.797661951422924176e-02 9.998732038866431360e-01 9.999370020155726735e-01 1.399825977212329443e-04
1.801862096908735111e-02 9.997992315805162011e-01 9.999367257085739480e-01 1.399822937753685090e-04
1.806062240939354524e-02 9.998648971790711215e-01 9.999364494016709237e-01 1.400774079749912812e-04
1.810262385697569698e-02 9.999300211584977172e-01 9.999361730947199378e-01 1.399822937753685090e-04
1.814462531183380634e-02 9.999668944554142014e-01 9.999358967877211013e-01 1.399822937753685090e-04
1.818662675214000046e-02 9.998877595543115282e-01 9.999356204808180770e-01 1.399822937753685090e-04
1.822862820699810982e-02 9.998635247124099124e-01 9.999353441738193515e-01 1.399918666497787241e-04
1.827062964730430394e-02 9.999794828907069277e-01 9.999350678669162162e-01 1.399822937753685090e-04
1.831263110216241330e-02 1.000183190590803184e+00 9.999347915599174907e-01 1.399822937753685090e-04
1.835463254246860743e-02 9.999037683249273334e-01 9.999345152530144665e-01 1.399822937753685090e-04
1.839663399732671678e-02 9.997189141441532589e-01 9.999342389460156300e-01 1.399822937753685090e-04
1.843863543763291091e-02 9.997396090154598847e-01 9.999339626391124947e-01 1.399822937753685090e-04
1.848063688521506265e-02 1.000025177881489258e+00 9.999336863321616198e-01 1.399822937753685090e-04
1.852263833279721439e-02 9.997653297599499167e-01 9.999334100252106339e-01 1.400340968910164042e-04
1.856463978037936613e-02 9.999043173703805465e-01 9.999331337182597590e-01 1.399823898978528301e-04
1.860664122796151787e-02 9.999377660251924649e-01 9.999328574113088841e-01 1.399845901376084380e-04
1.864864266826771200e-02 9.999984996334770893e-01 9.999325811044056378e-01 1.399822937753685090e-04
1.869064412312582135e-02 9.999048357022326527e-01 9.999323047974070233e-01 1.399822937753685090e-04
1.873264556343201548e-02 1.000009533562179032e+00 9.999320284905038880e-01 1.399830615409338797e-04
1.877464701829012483e-02 1.000018909311379378e+00 9.999317521835051625e-01 1.399822937753685090e-04
1.881664845859631896e-02 9.998944293228337887e-01 9.999314758766021383e-01 1.399933004868503944e-04
1.885864991345442832e-02 1.000268474734736346e+00 9.999311995696033017e-01 1.399822937753685090e-04
1.890065135376062244e-02 9.999431599874518684e-01 9.999309232627001665e-01 1.399822937753685090e-04
1.894265280134277418e-02 1.000096443497674015e+00 9.999306469557492916e-01 1.399822937753685090e-04
1.898465424892492592e-02 9.998062170221853062e-01 9.999303706487984167e-01 1.399940329428446886e-04
1.902665568923112005e-02 9.998277251331310067e-01 9.999300943418952814e-01 1.399822937753685090e-04
1.906865715136518702e-02 9.998413535670868102e-01 9.999298180348487053e-01 1.399822937753685090e-04
1.911065859167138115e-02 9.999024773650044828e-01 9.999295417279455700e-01 1.399822937753685090e-04
1.915266004652949050e-02 9.998643143405214762e-01 9.999292654209468445e-01 1.400394492697655470e-04
1.919466148683568463e-02 9.994102148489601989e-01 9.999289891140437092e-01 1.399822937753685090e-04
1.923666294169379398e-02 9.999591178059685781e-01 9.999287128070449837e-01 1.399822937753685090e-04
1.927866438199998811e-02 9.999362413884936851e-01 9.999284365001419594e-01 1.399822937753685090e-04
1.932066582958213985e-02 9.999440262285086423e-01 9.999281601931909735e-01 1.399869628104068793e-04
1.936266727716429159e-02 9.997324484358048879e-01 9.999278838862399876e-01 1.399822937753685090e-04
1.940466872474644333e-02 9.999327229900280001e-01 9.999276075792891127e-01 1.399822937753685090e-04
1.944667017232859507e-02 9.999631159322787122e-01 9.999273312723382379e-01 1.399845595092669137e-04
1.948867161263478920e-02 9.997187102523188429e-01 9.999270549654352136e-01 1.399822937753685090e-04
1.953067306749289855e-02 1.000031284459284242e+00 9.999267786584363771e-01 1.399822937753685090e-04
1.957267450779909268e-02 1.000013332337418293e+00 9.999265023515333528e-01 1.399875112129621800e-04
1.961467596265720204e-02 1.000045487023192736e+00 9.999262260445345163e-01 1.399822937753685090e-04
1.965667740296339616e-02 9.999790875274927604e-01 9.999259497376314920e-01 1.399822937753685090e-04
1.969867885782150552e-02 9.999019696399182866e-01 9.999256734306326555e-01 1.399822937753685090e-04
1.974068029812769964e-02 9.999321694484728518e-01 9.999253971237296312e-01 1.399822937753685090e-04
1.978268174570985138e-02 1.000193106955798994e+00 9.999251208167787563e-01 1.399822937753685090e-04
1.982468319329200312e-02 1.000099110904437039e+00 9.999248445098277704e-01 1.399822937753685090e-04
1.986668463359819725e-02 9.998184688605619153e-01 9.999245682029247462e-01 1.399822937753685090e-04
1.990868608845630661e-02 9.996774360342298715e-01 9.999242918959259097e-01 1.399822937753685090e-04
1.995068752876250073e-02 1.000128544496812655e+00 9.999240155890229964e-01 1.399822937753685090e-04
1.999268898362061009e-02 1.000004537575078789e+00 9.999237392820241599e-01 1.399822937753685090e-04
2.003469042392680421e-02 9.999166570247695063e-01 9.999234629751211356e-01 1.399822937753685090e-04
2.007669188606087118e-02 9.997913840309915479e-01 9.999231866680743375e-01 1.399822937753685090e-04
2.011869332636706531e-02 9.998429303958732417e-01 9.999229103611713132e-01 1.399822937753685090e-04
2.016069477394921705e-02 9.999658643546530667e-01 9.999226340542204383e-01 1.399902317292427210e-04
2.020269622153136879e-02 9.999844189783744230e-01 9.999223577472695634e-01 1.399904438806881936e-04
2.024469766911352053e-02 1.000053351610305397e+00 9.999220814403185775e-01 1.399822937753685090e-04
2.028669911669567227e-02 9.998862804542008043e-01 9.999218051333677026e-01 1.399867090644205526e-04
2.032870055700186640e-02 9.999329153645384327e-01 9.999215288264646784e-01 1.399822937753685090e-04
2.037070201185997576e-02 1.000116700204257025e+00 9.999212525194658419e-01 1.399822937753685090e-04
2.041270345216616988e-02 9.999471055159032673e-01 9.999209762125628176e-01 1.399822937753685090e-04
2.045470490702427924e-02 9.997353489129575665e-01 9.999206999055639811e-01 1.399822937753685090e-04
2.049670634733047336e-02 9.999883125059418898e-01 9.999204235986609568e-01 1.399822937753685090e-04
2.053870780218858272e-02 9.999165266161958998e-01 9.999201472916621203e-01 1.399822937753685090e-04
2.058070924249477684e-02 9.996205394193208305e-01 9.999198709847590960e-01 1.399822937753685090e-04
